Open.Houses,Change.Date,Change.Type,Photo,MLS,AR,Type,S,Address,City,BR,Baths.FTHQ.,SqFt,LP...SqFt,LP,SP,HOD,Lot.Sz,YB,DOM,latitude,longitude,unit_count
,09/16/2020,Leased,14.0,IV20187155MR,1627,LSE,LD,8080   Calle Carabe PL ,RANCHO CUCAMONGA,3,3.00 (3 0 0 0),1936,$1.69,"$3,275","$3,275",,"1,936",1977.0,7,34.1070883,-117.6221029,
,10/07/2020,Leased,43.0,IV20201328MR,1627,LSE,LD,8547   Stonegate DR ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),984,$2.03,"$2,000","$2,000",,984,1989.0,10,34.1043162,-117.6189388,
,11/30/2020,Leased,17.0,IV20214092MR,1122,LSE,LD,11943   Ottawa PL ,CHINO,2,3.00 (2 0 1 0),1336,$1.57,"$2,100","$2,100",,"1,336",1985.0,12,34.0363702,-117.6858596,
,10/27/2020,Leased,17.0,IV20224385MR,1627,LSE,LD,8990   19th ST #268,ALTA LOMA,0,1.00 (1 0 0 0),494,$2.23,"$1,100","$1,100",,522,1981.0,0,34.1327389,-117.6088091,
,11/11/2020,Leased,14.0,IV20231801MR,1795,LSE,LD,1397   Bouquet DR ,UPLAND,2,1.00 (1 0 0 0),960,$2.08,"$2,000","$2,000",$0.00,"2,636",1979.0,8,34.1141351,-117.6427187,
,12/02/2020,Leased,25.0,IV20240343MR,1627,LSE,LD,8990   19th ST #354,ALTA LOMA,2,1.00 (1 0 0 0),823,$2.07,"$1,700","$1,700",,975,1981.0,16,34.1327389,-117.6088091,
,01/04/2021,Leased,3.0,IV20256503MR,1627,LSE,LD,9661   Northampton DR ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),916,$2.70,"$2,475","$2,495",,"4,003",1988.0,23,34.133053,-117.594458,
,01/19/2021,Leased,5.0,IV21002273MR,1543,LSE,LD,1337  N Elderberry AVE ,ONTARIO,3,3.00 (2 0 1 0),1243,$1.52,"$1,895","$1,895",$0.00,"1,243",1978.0,6,34.0822368,-117.6741402,
,01/21/2021,Leased,16.0,IV21009903MR,1627,LSE,LD,9876   Pasqual CT ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1166,$2.14,"$2,495","$2,495",,"2,000",1984.0,6,34.1115258,-117.5895383,
,03/06/2021,Leased,15.0,IV21015608MR,1543,LSE,LD,1750  E D ST ,ONTARIO,3,3.00 (2 0 1 0),1900,$1.11,"$2,100","$2,100",,"1,573",2005.0,11,,,
,03/10/2021,Leased,22.0,IV21016801MR,1627,LSE,LD,8024   Valle Vista DR ,RANCHO CUCAMONGA,3,3.00 (3 0 0 0),1900,$1.71,"$3,250","$3,250",,"1,878",1977.0,43,34.1084012,-117.62038,
,03/10/2021,Leased,19.0,IV21037979MR,1627,LSE,LD,9850   Madera CT ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1480,$1.94,"$2,875","$2,875",,"2,000",1983.0,15,34.1120697,-117.5901251,
,03/10/2021,Leased,39.0,IV21047096MR,1543,LSE,LD,1150  W Phillips ST #AP119,ONTARIO,2,2.00 (2 0 0 0),956,$1.88,"$1,795","$1,795",,"2,700",1987.0,0,34.049171,-117.6709734,
,04/09/2021,Leased,10.0,IV21070857MR,1627,LSE,LD,8761   Applewood DR ,RANCHO CUCAMONGA,2,1.00 (1 0 0 0),750,$2.93,"$2,195","$2,175",,"2,000",1985.0,4,34.1014244,-117.6127398,
,04/22/2021,Leased,25.0,IV21078318MR,1627,LSE,LD,11090   Mountain View Dr #40,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1661,$1.93,"$3,200","$3,000",,"2,200",2003.0,5,34.1166094,-117.561993,
,06/23/2021,Leased,32.0,IV21128983MR,1627,LSE,LD,7722   Haywood PL ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1850,$1.51,"$2,800","$2,800",$0.00,800,2019.0,9,,,
,07/16/2021,Leased,22.0,IV21144587MR,1543,LSE,LD,926  W Philadelphia ST #84,ONTARIO,2,3.00 (2 0 1 0),932,$2.03,"$1,895","$1,895",$0.00,932,1990.0,6,34.0338166,-117.6660422,
,09/10/2021,Leased,18.0,IV21159978MR,1382,LSE,LD,26200   Redlands BLVD #144,LOMA LINDA,2,2.00 (2 0 0 0),994,$1.91,"$1,900","$1,900",,0,1981.0,40,34.0631472,-117.2331569,
,08/11/2021,Leased,20.0,IV21161095MR,1543,LSE,LD,710  N Via Dolcetto  ,ONTARIO,4,3.00 (2 0 1 0),1749,$1.43,"$2,500","$2,500",,100,2016.0,20,,,
,08/23/2021,Leased,7.0,IV21170438MR,1627,LSE,LD,8347   Honeysuckle PL ,RANCHO CUCAMONGA,2,2.00 (1 0 1 0),1200,$2.29,"$2,750","$2,750",,"2,000",1985.0,20,34.1025072,-117.6138049,
,08/13/2021,Leased,29.0,IV21175474MR,1795,LSE,LD,744   Pebble Beach DR ,UPLAND,3,2.00 (2 0 0 0),1800,$2.08,"$3,750","$3,795",,"2,305",1982.0,4,34.1232693,-117.6412951,
,09/09/2021,Leased,27.0,IV21185538MR,1543,LSE,LD,1175  E D ST #5,ONTARIO,2,2.00 (2 0 0 0),1012,$2.08,"$2,100","$2,100",$0.00,"2,000",2007.0,17,34.0984658,-117.6484033,
,10/18/2021,Leased,9.0,IV21205608MR,1627,LSE,LD,8990   19th ST #386,RANCHO CUCAMONGA,0,1.00 (1 0 0 0),494,$2.73,"$1,350","$1,350",$0.00,522,1981.0,31,34.1327389,-117.6088091,
,07/19/2021,Leased,6.0,MB21106840MR,1627,LSE,LD,8231   Tapia DR ,RANCHO CUCAMONGA,2,1.00 (1 0 0 0),960,$1.98,"$1,900","$1,900",,"9,000",1963.0,60,34.1028154,-117.6262672,
,09/02/2020,Leased,24.0,OC20080784MR,1627,LSE,LD,10363   Sparkling DR ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),2273,$1.10,"$2,490","$2,490",,"3,888",2008.0,58,34.0983915,-117.578888,
,06/30/2020,Leased,21.0,OC20100404MR,1543,LSE,LD,3085  E Via Rosso  ,ONTARIO,3,3.00 (2 0 1 0),1462,$1.50,"$2,200","$2,200",$0.00,"2,000",2017.0,22,,,
,08/09/2020,Leased,11.0,OC20127322MR,1795,LSE,LD,950  W Pine ST #D,UPLAND,2,2.00 (1 0 1 0),1100,$1.45,"$1,595","$1,595",$0.00,0,1966.0,38,34.109549,-117.6643896,
,08/28/2020,Leased,24.0,OC20166569MR,469,LSE,LD,1441   Cobblestone LN ,POMONA,3,3.00 (2 0 1 0),1667,$1.38,"$2,300","$2,300",,"18,802",2009.0,3,34.078598,-117.7211815,
,09/08/2020,Leased,23.0,OC20183637MR,1627,LSE,LD,11532   Stoneridge DR ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1475,$1.56,"$2,300","$2,300",,"1,640",1994.0,3,34.1209826,-117.5525602,
,10/13/2020,Leased,28.0,OC20206688MR,469,LSE,LD,1964   Annandale WAY ,POMONA,3,3.00 (3 0 0 0),1618,$1.48,"$2,400","$2,400",,"24,483",2007.0,12,,,
,12/22/2020,Leased,24.0,OC20248416MR,1627,LSE,LD,9678   Fairfield CT ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1463,$1.64,"$2,400","$2,400",,"1,415",1988.0,4,34.1343056,-117.594198,
,12/27/2020,Leased,25.0,OC20254371MR,1543,LSE,LD,3055  E Via Fiano  ,ONTARIO,3,3.00 (3 0 0 0),1462,$1.50,"$2,200","$2,150",,799,2017.0,2,,,
,12/30/2020,Leased,18.0,OC20261911MR,1795,LSE,LD,256   Garnet WAY #B,UPLAND,1,1.00 (1 0 0 0),500,$2.60,"$1,300","$1,300",$0.00,"8,568",1950.0,8,34.0969746,-117.6548378,
,02/09/2021,Leased,20.0,OC21008407MR,1795,LSE,LD,256   Garnet WAY #D,UPLAND,1,1.00 (1 0 0 0),500,$2.60,"$1,300","$1,300",$0.00,"8,568",1950.0,25,34.0969746,-117.6548378,
,02/26/2021,Leased,30.0,OC21031608MR,1543,LSE,LD,930  S Palmetto AVE #20,ONTARIO,2,2.00 (2 0 0 0),817,$1.96,"$1,600","$1,600",,817,1989.0,1,34.053646,-117.6677607,
,02/26/2021,Leased,29.0,OC21032507MR,1543,LSE,LD,930  S Palmetto AVE #21,ONTARIO,2,2.00 (2 0 0 0),817,$1.96,"$1,600","$1,600",,817,1989.0,1,34.053646,-117.6677607,
,04/02/2021,Leased,29.0,OC21058028MR,1543,LSE,LD,1309  W Mission BLVD #U-71,ONTARIO,3,2.00 (2 0 0 0),949,$2.00,"$1,900","$1,900",,949,1988.0,11,34.0558994,-117.6744105,
,04/10/2021,Leased,13.0,OC21067136MR,1627,LSE,LD,9681   Cabot CT ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1463,$1.71,"$2,500","$2,500",,"4,003",1988.0,9,34.1334178,-117.5941555,
,04/20/2021,Leased,38.0,OC21074266MR,1543,LSE,LD,1432  N Elderberry AVE ,ONTARIO,3,3.00 (2 0 1 0),1243,$1.61,"$2,000","$2,000",,"1,243",1978.0,7,34.0839079,-117.6739567,
,04/27/2021,Leased,16.0,OC21086794MR,1795,LSE,LD,950  W Pine ST #B,UPLAND,1,1.00 (1 0 0 0),800,$1.75,"$1,400","$1,400",$0.00,"7,800",1966.0,2,34.109549,-117.6643896,
,05/11/2021,Leased,29.0,OC21096986MR,1543,LSE,LD,2962  E Via Fiano  ,ONTARIO,3,3.00 (1 1 1 0),1580,$1.58,"$2,500","$2,600",,"1,580",2017.0,4,,,
,06/28/2021,Leased,3.0,OC21140389MR,469,LSE,LD,2736   Meyer LN ,POMONA,3,4.00 (4 0 0 0),2110,$1.40,"$2,950","$2,950",,"20,597",2017.0,0,,,
,08/12/2021,Leased,71.0,OC21167931MR,1627,LSE,LD,10591   Huxley DR ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1600,$1.81,"$2,900","$2,900",,800,2021.0,6,34.1106486,-117.573692,
,08/12/2021,Leased,49.0,OC21169701MR,1627,LSE,LD,10581   Huxley DR ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1600,$1.81,"$2,900","$2,900",,800,2021.0,5,,,
,08/26/2021,Leased,23.0,OC21178840MR,1627,LSE,LD,9532   Wellspring Pl ,RANCHO CUCAMONGA,3,4.00 (2 0 2 0),2000,$1.65,"$3,300","$3,500",,"1,000",2021.0,11,34.0813619,-117.563287,
,10/27/2021,Leased,21.0,OC21199908MR,1627,LSE,LD,11209   Terra VIS #F,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1417,$1.98,"$2,800","$2,800",,"2,828",1994.0,30,34.122837950000005,-117.57428940943151,
,11/01/2021,Leased,44.0,OC21213833MR,1627,LSE,LD,7803   Paxton Pl ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1573,$1.84,"$2,900","$2,900",,,2021.0,33,,,
,11/01/2022,Leased,37.0,P1-3250PF,1543,LSE,LD,2353  S Via Esplanade  #36,ONTARIO,3,3.00 (2 0 1 0),1554,$1.48,"$2,300","$2,300",$300.00,"1,996",2019.0,2,34.0315671,-117.6520602,
,08/21/2020,Leased,28.0,PF20160735MR,1795,LSE,LD,978  W Arrow  #A,UPLAND,2,3.00 (2 0 1 0),1120,$1.65,"$1,850","$1,850",,"1,200",1984.0,1,34.099583,-117.6652131,
,06/29/2020,Leased,27.0,PW20108902MR,1627,LSE,LD,11450   Church Street #96,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1092,$1.92,"$2,100","$2,100",,,2004.0,10,34.1099471,-117.5562877,
,08/07/2020,Leased,36.0,PW20131300MR,1627,LSE,LD,8365   Gabriel DR #E,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1200,$1.83,"$2,200","$2,200",,"1,200",1990.0,13,34.1017036,-117.6210686,
,08/19/2020,Leased,42.0,PW20138818MR,1795,LSE,LD,104   Sinclair AVE #1,UPLAND,2,1.00 (1 0 0 0),810,$2.16,"$1,750","$1,750",,700,1971.0,36,34.0936436,-117.672533,
,08/04/2020,Leased,29.0,PW20148540MR,1455,LSE,LD,8823   Jacaranda  #E,MONTCLAIR,3,3.00 (2 0 1 0),1410,$1.77,"$2,495","$2,495",,100,2015.0,9,,,
,09/09/2020,Leased,31.0,PW20166601MR,1795,LSE,LD,1016  W Pine ST #A,UPLAND,2,2.00 (1 0 1 0),1000,$1.80,"$1,800","$1,800",$0.00,"10,013",1975.0,15,34.1095439,-117.6660719,
,09/05/2020,Leased,9.0,PW20178518MR,1543,LSE,LD,1134  E 6th ST #B,ONTARIO,2,2.00 (1 0 1 0),900,$1.33,"$1,200","$1,200",$0.00,"6,615",1964.0,1,34.0851647,-117.631311,
,10/08/2020,Leased,34.0,PW20186036MR,1543,LSE,LD,1215  S Palmetto AVE #E,ONTARIO,2,2.00 (1 0 1 0),1232,$1.58,"$1,950","$1,950",,"1,232",1981.0,27,34.0509935,-117.6675274,
,11/13/2020,Leased,35.0,PW20231259MR,1543,LSE,LD,1235  E D ST #17,ONTARIO,2,2.00 (1 0 1 0),1048,$1.86,"$1,950","$1,950",,536,1981.0,0,,,
,11/16/2020,Leased,26.0,PW20235233MR,1543,LSE,LD,1602  S Mountain AVE #E,ONTARIO,2,2.00 (1 0 1 0),1064,$1.74,"$1,850","$1,850",,"1,064",1983.0,3,34.044009,-117.6700314,
,01/15/2021,Leased,63.0,PW20239953MR,1795,LSE,LD,104   SINCLAIR AVE #2,UPLAND,2,1.00 (1 0 0 0),882,$2.04,"$1,800","$1,800",,400,1971.0,4,34.0936436,-117.672533,
,04/01/2021,Leased,18.0,PW21061277MR,1627,LSE,LD,7590   Antigua PL ,RANCHO CUCAMONGA,4,3.00 (3 0 0 0),1569,$1.91,"$2,998","$2,998",,"1,569",2004.0,8,,,
,05/07/2021,Leased,9.0,PW21080835MR,1627,LSE,LD,7700   Haywood PI  ,RANCHO CUCAMONGA,3,3.00 (3 0 0 0),1500,$1.80,"$2,700","$2,700",,,2019.0,19,,,
,07/27/2021,Leased,27.0,PW21152886MR,1795,LSE,LD,2262   Rose Garden CT ,UPLAND,4,4.00 (3 0 1 0),1857,$2.05,"$3,800","$3,800",,,2019.0,13,,,
,09/05/2021,Leased,17.0,PW21177658MR,1543,LSE,LD,943   Carlton Privado  ,ONTARIO,2,3.00 (2 0 1 0),1201,$1.83,"$2,200","$2,650",,"1,201",1987.0,2,34.054297,-117.6664903,
,08/30/2021,Leased,18.0,PW21183226MR,1543,LSE,LD,1943  E Yale ST ,ONTARIO,3,3.00 (2 0 1 0),1345,$1.56,"$2,100","$2,400",,"1,313",1980.0,3,34.0803743,-117.6101216,
,10/15/2021,Leased,24.0,PW21195373MR,1122,LSE,LD,11868   Cayuga PL #138,CHINO,3,3.00 (2 0 1 0),1450,$1.55,"$2,250","$2,250",,"1,450",1986.0,5,34.038003,-117.686737,
,10/15/2021,Leased,10.0,PW21219692MR,1795,LSE,LD,212  E 8th ST #A,UPLAND,1,1.00 (1 0 0 0),525,$2.95,"$1,550","$1,550",$0.00,"6,500",1940.0,2,34.0923658,-117.6689773,
,10/15/2021,Leased,8.0,PW21221485MR,1795,LSE,LD,212  E 8th ST #C,UPLAND,1,1.00 (1 0 0 0),525,$2.76,"$1,450","$1,450",$0.00,"6,500",1963.0,1,34.0923658,-117.6689773,
,05/06/2021,Leased,12.0,RS21089334MR,1543,LSE,LD,1720  S Mountain AVE #C,ONTARIO,2,3.00 (2 0 1 0),1087,$1.84,"$2,000","$2,100",,"1,087",1985.0,4,34.0429657,-117.6700248,
,07/08/2020,Leased,4.0,SB20125258MR,1627,LSE,LD,10555   Wilding DR ,RANCHO CUCAMONGA,4,3.00 (3 0 0 0),1538,$1.69,"$2,600","$2,625",,800,2020.0,10,,,
,08/18/2020,Leased,6.0,SB20164183MR,1627,LSE,LD,10565   Cannon DR ,RANCHO CUCAMONGA,4,3.00 (3 0 0 0),1537,$1.69,"$2,600","$2,600",,800,2020.0,3,34.15891592426657,-117.56918570201678,
,05/21/2021,Leased,6.0,SB21102133MR,1627,LSE,LD,7734   Haywood  ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1573,$1.65,"$2,600","$2,600",,,2020.0,8,,,
,06/30/2021,Leased,23.0,SB21134422MR,469,LSE,LD,2734   Valor LN ,POMONA,3,4.00 (3 0 1 0),2110,$1.66,"$3,500","$3,500",,"19,734",2016.0,8,,,
,08/06/2020,Leased,31.0,SR20113316CN,469,LSE,LD,885   Seville LN ,POMONA,3,4.00 (3 0 1 0),1740,$1.52,"$2,650","$2,650",,"13,939",2016.0,46,,,
,11/10/2021,Leased,20.0,SR21239572CN,1795,LSE,LD,587   Silverwood AVE #J,UPLAND,2,1.00 (1 0 0 0),900,$2.33,"$2,095","$2,095",$0.00,"16,988",1969.0,9,34.101201,-117.673186,
,11/10/2021,Leased,10.0,SR21239573CN,1543,LSE,LD,1712  E G ST #B,ONTARIO,2,2.00 (1 0 1 0),1200,$1.83,"$2,195","$2,195",$0.00,"1,200",1981.0,2,34.0706293,-117.6154238,
,08/17/2020,Leased,14.0,SW20167355MR,1543,LSE,LD,1604  S Mountain AVE #11E,ONTARIO,2,2.00 (2 0 0 0),1064,$1.78,"$1,895","$1,895",,"1,064",1983.0,0,34.0440023,-117.6700314,
,06/01/2021,Leased,15.0,SW21071798MR,1627,LSE,LD,8576   Salina ST ,RANCHO CUCAMONGA,2,1.00 (1 0 0 0),785,$2.68,"$2,100","$2,000",,,1986.0,10,34.097968,-117.618205,
,07/21/2020,Leased,11.0,TR20030950MR,1543,LSE,LD,926  W Philadelphia ST #19,ONTARIO,2,3.00 (2 0 1 0),983,$1.88,"$1,850","$18,500",,983,1990.0,156,34.0338166,-117.6660422,
,07/15/2020,Leased,12.0,TR20064516MR,469,LSE,LD,655  S Gibbs ST #A,POMONA,3,2.00 (2 0 0 0),1100,$1.91,"$2,100","$1,900",$0.00,"8,288",1888.0,109,34.0537663,-117.7479083,
,07/10/2020,Leased,11.0,TR20082536MR,1795,LSE,LD,1242   Lenwood CIR ,UPLAND,3,2.00 (1 0 1 0),1281,$1.52,"$1,950","$1,950",,,1973.0,25,,,
,07/31/2020,Leased,24.0,TR20094949MR,469,LSE,LD,3120  N Garey AVE #3,POMONA,2,2.00 (1 1 0 0),1050,$1.61,"$1,695","$1,695",$0.00,"15,000",1970.0,68,34.1047,-117.748491,
,07/01/2020,Leased,27.0,TR20100628MR,1627,LSE,LD,9764   Huntington DR #A,RANCHO CUCAMONGA,3,2.00 (2 0 0 0),1211,$1.73,"$2,100","$2,100",,"1,500",1985.0,35,34.128671,-117.591834,
,06/29/2020,Leased,16.0,TR20106939MR,469,LSE,LD,1981   Annandale WAY ,POMONA,3,3.00 (2 1 0 0),1616,$1.36,"$2,200","$2,200",$280.00,"1,616",2008.0,18,33.851830250000006,-118.22208150253906,
,07/01/2020,Leased,16.0,TR20114250MR,1627,LSE,LD,9441   Barstow DR #102,RANCHO CUCAMONGA,3,2.00 (2 0 0 0),1357,$1.62,"$2,200","$2,200",$285.00,"2,314",2007.0,16,34.1080795,-117.5993556,
,08/15/2020,Leased,3.0,TR20117281MR,1795,LSE,LD,979   Pine ST #E,UPLAND,2,2.00 (1 1 0 0),1023,$1.66,"$1,700","$1,700",,"1,092",1972.0,53,34.1097099,-117.6650156,
,08/03/2020,Leased,16.0,TR20121486MR,1543,LSE,LD,1309  W Mission BLVD #150,ONTARIO,2,2.00 (2 0 0 0),880,$1.93,"$1,700","$1,700",,880,1988.0,13,34.0558994,-117.6744105,
,07/18/2020,Leased,26.0,TR20136342MR,1627,LSE,LD,10375   Church ST #31,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1066,$1.97,"$2,100","$2,095",,"2,000",2009.0,4,34.114177,-117.5781782,
,08/10/2020,Leased,14.0,TR20138287MR,1627,LSE,LD,11450   Church ST #158,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1964,$1.17,"$2,300","$2,300",$0.00,"1,964",2004.0,27,34.1099471,-117.5562877,
,07/27/2020,Leased,16.0,TR20139471MR,469,LSE,LD,180  E La Verne AVE #7,POMONA,1,1.00 (1 0 0 0),700,$1.93,"$1,350","$1,350",$0.00,"15,539",1979.0,9,34.0822694,-117.7299375,
,07/24/2020,Leased,30.0,TR20142012MR,1543,LSE,LD,2988  E Via Fiano  ,ONTARIO,3,3.00 (2 0 0 1),1580,$1.42,"$2,250","$2,250",,"2,000",2017.0,1,,,
,08/30/2020,Leased,45.0,TR20142936MR,1455,LSE,LD,9432   Shadowood DR #C,MONTCLAIR,2,2.00 (1 0 1 0),1152,$1.65,"$1,898","$1,898",,"1,369",1980.0,31,34.082567,-117.700447,
,08/01/2020,Leased,19.0,TR20147958MR,1543,LSE,LD,1150  W Phillips ST #AP139,ONTARIO,2,2.00 (2 0 0 0),956,$1.73,"$1,650","$1,650",,"2,700",1987.0,6,34.049171,-117.6709734,
,08/02/2020,Leased,62.0,TR20148065MR,1627,LSE,LD,7437   Napa CT ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),850,$2.18,"$1,850","$1,850",,"8,295",1976.0,7,34.1190759,-117.6171778,
,08/07/2020,Leased,18.0,TR20153534MR,469,LSE,LD,1377  S Park AVE #A,POMONA,2,3.00 (3 0 0 0),982,$2.09,"$2,050","$2,050",,"80,570",1992.0,3,34.0463679,-117.7541904,
,08/27/2020,Leased,22.0,TR20159143MR,1627,LSE,LD,8692   9th  #46,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1560,$1.54,"$2,400","$2,400",,"2,000",2008.0,2,34.0958234,-117.6155644,
,09/02/2020,Leased,22.0,TR20160023MR,469,LSE,LD,1038   Fernleaf  ,POMONA,3,4.00 (3 0 1 0),1605,$1.68,"$2,700","$2,700",$0.00,,2020.0,6,34.0456472,-117.7613972,
,08/17/2020,Leased,18.0,TR20161233MR,469,LSE,LD,180  E La Verne AVE ,POMONA,2,2.00 (1 0 1 0),850,$1.82,"$1,550","$1,550",$0.00,"15,539",1979.0,7,34.0822694,-117.7299375,
,08/26/2020,Leased,10.0,TR20162948MR,1627,LSE,LD,11450   Church ST #145,RANCHO CUCAMONGA,4,3.00 (2 0 1 0),1964,$1.40,"$2,750","$2,750",,"1,964",2004.0,4,34.1099471,-117.5562877,
,08/20/2020,Leased,18.0,TR20165644MR,1122,LSE,LD,2005  E Harvard Privado  #C,CHINO,3,3.00 (2 0 1 0),1540,$1.30,"$2,000","$2,000",$0.00,"1,540",2004.0,6,,,
,08/27/2020,Leased,37.0,TR20169335MR,1627,LSE,LD,8692   9th  #46,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1560,$1.54,"$2,400","$2,400",,"2,000",2008.0,8,34.0958234,-117.6155644,
,09/04/2020,Leased,26.0,TR20174446MR,1627,LSE,LD,7391   Stonebrook PL ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1239,$1.82,"$2,250","$2,250",,"1,640",1994.0,8,34.119983,-117.5514467,
,10/03/2020,Leased,18.0,TR20175454MR,469,LSE,LD,1036   Fernleaf  ,POMONA,3,4.00 (3 0 0 1),1605,$1.68,"$2,700","$2,700",$0.00,,2020.0,18,34.0456472,-117.761366,
,09/18/2020,Leased,19.0,TR20176358MR,1627,LSE,LD,9870   PALOMA  ,RANCHO CUCAMONGA,3,3.00 (3 0 0 0),1480,$1.62,"$2,400","$2,400",,"2,000",1984.0,14,34.1104231,-117.5897177,
,09/06/2020,Leased,14.0,TR20178949MR,1543,LSE,LD,1016  N Turner AVE #256,ONTARIO,3,3.00 (2 0 1 0),1435,$1.46,"$2,100","$2,100",$0.00,"1,435",1997.0,6,,,
,09/09/2020,Leased,14.0,TR20181853MR,1795,LSE,LD,629   Sawyer PL ,UPLAND,3,4.00 (3 0 1 0),1839,$1.25,"$2,300","$2,300",$230.00,0,2017.0,5,34.1018745,-117.6885958,
,10/30/2020,Leased,34.0,TR20184425MR,1627,LSE,LD,8542   Cava DR ,RANCHO CUCAMONGA,4,3.00 (2 0 1 0),1848,$1.43,"$2,650","$2,499",$242.00,"2,861",2014.0,15,34.1008237,-117.618179,
,09/26/2020,Leased,19.0,TR20185662MR,1543,LSE,LD,1150  W Phillips ST #AP139,ONTARIO,2,2.00 (2 0 0 0),956,$1.73,"$1,650","$1,650",,"2,700",1987.0,13,34.049171,-117.6709734,
,09/22/2020,Leased,20.0,TR20190709MR,1543,LSE,LD,2890  E Via Fiano  ,ONTARIO,3,3.00 (2 0 1 0),1749,$1.29,"$2,250","$2,250",,"2,166",2016.0,8,,,
,11/02/2020,Leased,18.0,TR20191885MR,469,LSE,LD,162   Whitney AVE #4,POMONA,2,1.00 (1 0 0 0),933,$1.93,"$1,800","$1,800",,959,1980.0,48,34.1024263,-117.7503721,
,09/24/2020,Leased,12.0,TR20191905MR,1543,LSE,LD,2848  E Via Fiano  ,ONTARIO,3,3.00 (2 0 1 0),1580,$1.58,"$2,495","$2,495",$0.00,976,2016.0,10,,,
,10/20/2020,Leased,20.0,TR20193133MR,1627,LSE,LD,9806   Louise WAY ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1166,$1.87,"$2,175","$2,100",,"2,000",1985.0,20,34.1120492,-117.5912997,
,11/19/2020,Leased,10.0,TR20196129MR,469,LSE,LD,2018   Las Vegas  #3,POMONA,2,2.00 (2 0 0 0),1354,$1.26,"$1,700","$1,700",$255.00,"32,061",1963.0,56,34.0845249,-117.7503663,
,10/01/2020,Leased,36.0,TR20199758MR,1543,LSE,LD,2330   S Via Esplanade  #22,ONTARIO,3,3.00 (2 0 1 0),1554,$1.45,"$2,250","$2,250",,,2019.0,6,,,
,10/01/2020,Leased,13.0,TR20199854MR,1795,LSE,LD,1337  E 9th ST #3,UPLAND,1,1.00 (1 0 0 0),15824,$0.08,"$1,250","$1,250",$0.00,"50,530",1986.0,8,34.1118924,-117.66859459608435,
,10/14/2020,Leased,10.0,TR20205310MR,1627,LSE,LD,10548   Huxley DR ,RANCHO CUCAMONGA,4,3.00 (3 0 0 0),1538,$1.92,"$2,950","$2,950",,"1,000",2019.0,9,,,
,11/06/2020,Leased,28.0,TR20206118MR,1627,LSE,LD,8024   City View PL ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1838,$1.28,"$2,350","$2,350",,"2,000",2013.0,12,34.1084374,-117.6138071,
,10/07/2020,Leased,13.0,TR20207765MR,1795,LSE,LD,1349  W 9th ST #5,UPLAND,2,1.00 (1 0 0 0),1167,$1.41,"$1,650","$1,650",$0.00,"6,900",1959.0,4,34.0961696,-117.6474418,
,10/17/2020,Leased,23.0,TR20209861MR,1455,LSE,LD,9808   Mammoth DR ,MONTCLAIR,3,3.00 (2 0 1 0),1368,$1.75,"$2,400","$2,400",,"5,000",1981.0,10,34.0759549,-117.6912294,
,12/21/2020,Leased,8.0,TR20211938MR,1543,LSE,LD,1132   Pinewood LN ,ONTARIO,3,3.00 (2 0 1 0),1346,$1.60,"$2,150","$2,150",,"1,650",1981.0,40,34.0333802,-117.671,
,10/22/2020,Leased,14.0,TR20220762MR,1543,LSE,LD,968  N Turner AVE #89,ONTARIO,3,3.00 (2 0 1 0),1721,$1.22,"$2,100","$2,100",$0.00,"1,721",1994.0,3,,,
,10/29/2020,Leased,50.0,TR20221179MR,1627,LSE,LD,9365   Klusman  ,RANCHO CUCAMONGA,4,3.00 (3 0 0 0),1965,$1.27,"$2,500","$2,600",$176.00,"2,460",2013.0,2,34.0837267,-117.5952841,
,11/10/2020,Leased,17.0,TR20225135MR,1543,LSE,LD,1040  W Ralston ST ,ONTARIO,2,1.00 (1 0 0 0),1092,$1.56,"$1,700","$1,700",,"3,400",1979.0,14,34.052355,-117.6693086,
