"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date"
NA,41,"18-413182",1543,"INC","S","3123   JAGUAR WAY ","ONTARIO",10,"6.50 (0 0 0 0)","3,950","$240.25","$949,000","$985,000","","12,246",NA,10,4,"01/25/2019"
NA,27,"18-414916",1627,"INC","S","8778   LOMITA DR ","ALTA LOMA",9,"6.00 (0 0 0 0)","3,598","$254.31","$915,000","$905,000","","9,000",1973,45,4,"03/10/2019"
NA,25,"180065194MR",2081,"INC","S","1205   Upland Hills Dr S  #S","UPLAND",3,"2.00 (2 0 0 0)","1,685","$331.75","$559,000","$560,639","$315.00","2,000",1988,6,280,"12/21/2018"
NA,23,"19-474808",469,"INC","S","601   WISCONSIN ST ","POMONA",23,"23.00 (0 0 0 0)","12,915","$255.52","$3,300,000","$3,300,000","","19,981",1963,9,15,"08/12/2019"
NA,15,"19-515196",1627,"INC","S","8231   TAPIA VIA DR ","RANCHO CUCAMONGA",12,"6.00 (0 0 0 0)","5,508","$307.73","$1,695,000","$1,610,000","","9,000",1963,49,6,"01/02/2020"
NA,25,"190043862MR",1455,"INC","S","5214   Bandera St ","MONTCLAIR",NA,"2.00 (0 0 0 0)","","$0","$420,000","$405,000","$0.00","7,722",1960,77,2,"01/09/2020"
NA,11,"20-581892",469,"INC","S","200  W ARROW HWY ","POMONA",4,"2.00 (0 0 0 0)","864","$462.96","$400,000","$580,000","","14,195",1931,0,2,"10/15/2020"
NA,19,"20-655348",1455,"INC","S","10285   Poulsen Ave ","MONTCLAIR",NA,"6.00 (0 0 0 0)","","$0","$950,000","$950,000","","8,105",NA,36,2,"02/04/2021"
NA,25,"200014739SD",469,"INC","S","878   Hawthorne Pl ","Pomona",3,"2.00 (0 0 0 0)","","$0","$589,000","$569,000","","6,754",1948,29,2,"10/11/2020"
NA,8,"21-691680",1543,"INC","S","5353   Rose Ln ","Ontario",0,"0.00 (0 0 0 0)","2,439","$286.59","$699,000","$700,000","","9,996",1952,51,4,"05/05/2021"
NA,10,"21-722158",1455,"INC","S","10374   Marion Ave ","Montclair",6,"6.00 (0 0 0 0)","3,200","$293.75","$940,000","$940,000","","8,050",2017,0,2,"05/10/2021"
NA,5,"320005270IT",1455,"INC","S","10311   KIMBERLY Avenue ","MONTCLAIR",4,"2.00 (2 0 0 0)","1,800","$325","$585,000","$585,000","","7,274",1964,15,2,"05/24/2021"
NA,4,"818003278IT",469,"INC","S","404   CHESTER PL ","Pomona",3,"3.00 (3 0 0 0)","1,632","$323.53","$528,000","$460,000","$0.00","6,538",1938,15,3,"07/22/2018"
NA,48,"818003756PF",487,"INC","S","1017   Yale AVE ","CLAREMONT",NA,"4.00 (0 0 0 0)","","$0","$899,000","$1,036,000","","8,500",1926,46,2,"04/09/2020"
NA,1,"819000902PF",1455,"INC","S","4752   Canoga ST ","MONTCLAIR",8,"8.00 (0 0 0 0)","","$0","$849,000","$860,000","$0.00","7,560",1964,39,4,"04/09/2020"
NA,7,"819002494PF",469,"INC","S","804  N Huntington BLVD ","POMONA",4,"2.00 (0 0 0 0)","","$0","$499,999","$540,000","$0.00","3,350",1928,17,2,"04/09/2020"
NA,21,"819004639PF",1543,"INC","S","312  N Camellia AVE ","ONTARIO",NA," (0 0 0 0)","","$0","$759,000","$850,000","","6,650",1964,7,4,"04/09/2020"
NA,33,"819004955PF",469,"INC","S","415   Paloma DR ","POMONA",3,"2.00 (0 0 0 0)","","$0","$485,000","$485,000","$0.00","5,757",1939,60,2,"04/09/2020"
NA,6,"AR17093854MR",1627,"INC","S","8739   Lomita DR ","RANCHO CUCAMONGA",NA,"7.00 (0 0 0 0)","3,598","$255.70","$920,000","$900,000","$870.00","9,000",1973,256,4,"01/23/2018"
NA,32,"AR17156371MR",1543,"INC","S","1107  E Nocta ST ","ONTARIO",NA,"3.00 (0 0 0 0)","2,312","$263.41","$609,000","$609,000","","6,450",1955,235,3,"03/27/2018"
NA,3,"AR17248672MR",469,"INC","S","952  E 9th ST ","POMONA",NA,"3.00 (0 0 0 0)","1,797","$550.92","$990,000","$905,000","","36,954",1940,119,2,"04/11/2018"
NA,7,"AR17271892MR",469,"INC","S","440  E Kingsley AVE ","POMONA",NA,"6.00 (0 0 0 0)","4,536","$209.22","$949,000","$949,000","","5,921",1963,75,5,"06/01/2018"
NA,6,"AR18034661MR",1543,"INC","S","1161  W Vesta ST ","ONTARIO",NA,"2.00 (0 0 0 0)","4,464","$198.92","$888,000","$890,000","","18,000",1964,6,4,"03/14/2018"
NA,6,"AR18048126MR",1627,"INC","S","8231   Tapia Via DR ","RANCHO CUCAMONGA",NA,"6.00 (0 0 0 0)","5,508","$232.75","$1,282,000","$1,285,000","","9,000",1963,111,6,"07/17/2018"
NA,18,"AR18090761MR",469,"INC","S","285  W Center ST ","POMONA",NA,"1.00 (0 0 0 0)","7,488","$128.87","$965,000","$1,035,000","","7,481",1896,25,9,"07/23/2018"
NA,4,"AR18191306MR",1543,"INC","S","1345  W Stoneridge CT ","ONTARIO",NA,"6.00 (0 0 0 0)","3,495","$276.97","$968,000","$925,000","$142.00","10,800",1978,92,6,"11/29/2018"
NA,24,"AR18273138MR",469,"INC","S","190 194 E Grand AVE #2","POMONA",NA,"3.00 (0 0 0 0)","1,874","$309.50","$580,000","$568,000","","7,413",1946,28,2,"01/11/2019"
NA,10,"AR19168793MR",1543,"INC","S","1707  E Fairfield CT ","ONTARIO",NA,"7.00 (0 0 0 0)","4,269","$228.16","$974,000","$955,000","$0.00","9,791",1979,26,4,"10/04/2019"
NA,2,"AR19189372MR",469,"INC","S","1439  S Palomares ST ","POMONA",NA,"2.00 (0 0 0 0)","1,632","$408.09","$666,000","$600,000","$0.00","19,665",1948,39,1,"10/05/2019"
NA,11,"AR20007096MR",469,"INC","S","754   Penmar LN ","POMONA",NA,"2.00 (0 0 0 0)","1,740","$321.84","$560,000","$560,000","","6,764",1962,43,2,"04/16/2020"
NA,48,"AR20081454MR",1543,"INC","S","156   Lassen PL ","ONTARIO",NA,"6.00 (0 0 0 0)","4,001","$287.43","$1,150,000","$1,113,000","","12,096",1986,27,4,"07/24/2020"
NA,5,"AR20152840MR",1543,"INC","S","424  W Nevada ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,060","$376.42","$399,000","$430,000","","6,132",1925,7,2,"08/28/2020"
NA,32,"AR20168612MR",1795,"INC","S","392  E Arrow  ","UPLAND",5,"3.00 (3 0 0 0)","2,369","$248.63","$589,000","$618,000","$0.00","19,173",1905,26,NA,"11/11/2020"
NA,12,"AR20186192MR",1627,"INC","S","8755   Calaveras AVE ","RANCHO CUCAMONGA",NA,"4.00 (0 0 0 0)","1,892","$405.92","$768,000","$743,000","","9,978",1952,65,4,"01/06/2021"
NA,36,"AR20209765MR",1795,"INC","S","171   Linda WAY ","UPLAND",NA,"5.00 (0 0 0 0)","3,732","$253.22","$945,000","$891,112","","8,820",1971,92,4,"02/17/2021"
NA,22,"AR20216629MR",1543,"INC","S","1017  E Harvard PL ","ONTARIO",NA,"2.00 (0 0 0 0)","1,680","$267.86","$450,000","$440,000","$0.00","7,256",1992,3,1,"11/01/2020"
NA,20,"AR20216635MR",1543,"INC","S","823  E J ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,232","$349.03","$430,000","$450,000","$0.00","7,800",1977,6,1,"11/18/2020"
NA,11,"AR20216639MR",469,"INC","S","651   Muir AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,454","$316.37","$460,000","$430,000","$0.00","4,833",1997,62,1,"12/29/2020"
NA,19,"AR20216641MR",1543,"INC","S","1836  N Placer AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","1,176","$365.65","$430,000","$422,000","$0.00","7,296",1976,66,1,"01/17/2021"
NA,NA,"COMP23110768",469,"INC","S","611  W 11TH ST ","POMONA",4,"2.00 (2 0 0 0)","1,879","$324.64","$610,000","$610,000","","6,601",1946,0,2,"03/07/2023"
NA,NA,"COMP23122525",469,"INC","S","586  W CENTER ST ","POMONA",5,"3.00 (3 0 0 0)","1,688","$118.48","$200,000","$200,000","","5,605",1937,0,3,"03/07/2023"
NA,NA,"COMP23122560",469,"INC","S","581  E 10TH ST ","POMONA",4,"2.00 (2 0 0 0)","1,264","$375.79","$475,000","$475,000","","5,977",1924,0,2,"03/07/2023"
NA,NA,"COMP23125980",487,"INC","S","440   VISTA DR ","CLAREMONT",24,"20.00 (20 0 0 0)","11,904","$1,008.06","$12,000,000","$12,000,000","","41,145",1962,0,10,"03/07/2023"
NA,8,"CV17035582MR",1795,"INC","S","880  N Redding WAY ","UPLAND",NA,"4.00 (0 0 0 0)","3,821","$234.46","$895,888","$875,000","","7,980",1962,271,4,"02/02/2018"
NA,8,"CV17035585MR",1795,"INC","S","890  N Redding WAY ","UPLAND",NA,"4.00 (0 0 0 0)","3,821","$234.46","$895,888","$875,000","","7,980",1962,271,4,"02/02/2018"
NA,22,"CV17045871MR",1795,"INC","S","424  W 7th ST ","UPLAND",NA,"7.00 (0 0 0 0)","8,540","$140.52","$1,200,000","$1,010,000","","23,300",1908,312,6,"02/20/2018"
NA,6,"CV17085947MR",469,"INC","S","433  W Orange Grove AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,462","$294.05","$429,900","$415,000","","7,600",1920,203,2,"01/09/2018"
NA,9,"CV17150220MR",1627,"INC","S","8847   Archibald AVE ","RANCHO CUCAMONGA",NA,"1.00 (0 0 0 0)","2,300","$260.83","$599,900","$465,000","","11,000",1960,164,2,"02/28/2018"
NA,15,"CV17181716MR",1795,"INC","S","1042   San Bernardino RD ","UPLAND",NA,"1.00 (0 0 0 0)","875","$480","$420,000","$415,000","","9,200",1948,130,1,"01/05/2018"
NA,1,"CV17205869MR",1543,"INC","S","932  N Laurel AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","1,023","$329.42","$337,000","$342,000","$0.00","7,152",1923,58,2,"02/04/2018"
NA,16,"CV17244109MR",469,"INC","S","1285  W Grand AVE ","POMONA",NA,"6.00 (0 0 0 0)","12,800","$241.25","$3,088,000","$3,000,000","$0.00","25,182",2016,27,8,"01/09/2018"
NA,31,"CV17257647MR",469,"INC","S","625  E Phillips BLVD ","POMONA",NA,"12.00 (0 0 0 0)","7,800","$269.23","$2,100,000","$1,980,000","","21,006",2017,73,4,"12/10/2018"
NA,9,"CV17267644MR",1627,"INC","S","8295   9th ST ","RANCHO CUCAMONGA",NA,"2.00 (0 0 0 0)","1,280","$296.88","$380,000","$375,000","$0.00","8,046",1944,10,2,"02/09/2018"
NA,3,"CV17272727MR",1543,"INC","S","402  E California ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,756","$215.83","$379,000","$395,000","","7,600",1914,18,2,"02/14/2018"
NA,2,"CV17273026MR",469,"INC","S","970  E 9th ST ","POMONA",NA,"4.00 (0 0 0 0)","3,060","$187.91","$575,000","$575,000","$0.00","14,401",1923,4,3,"01/19/2018"
NA,13,"CV18009001MR",1795,"INC","S","876   Sycamore CT #A,B,C","UPLAND",NA,"1.00 (0 0 0 0)","2,516","$265.50","$668,000","$655,000","$0.00","7,680",1957,39,3,"04/06/2018"
NA,6,"CV18012636MR",469,"INC","S","601   Abbey LN ","POMONA",NA,"7.00 (0 0 0 0)","3,848","$206.60","$795,000","$795,000","","7,223",1961,2,4,"03/01/2018"
NA,3,"CV18023267MR",469,"INC","S","248  E Pearl ST ","POMONA",NA,"2.00 (0 0 0 0)","2,075","$226.02","$469,000","$450,000","","8,618",1923,58,2,"06/18/2018"
NA,4,"CV18034356MR",1455,"INC","S","4475   Bonnie Brae ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)","3,592","$208.80","$750,000","$750,000","$0.00","7,200",1962,0,4,"03/27/2018"
NA,2,"CV18034365MR",1455,"INC","S","4485   Bonnie Brae ST ","MONTCLAIR",NA,"4.00 (0 0 0 0)","3,592","$208.80","$750,000","$750,000","$0.00","7,320",1962,0,4,"03/27/2018"
NA,33,"CV18041136MR",2081,"INC","S","878   Hawthorne PL ","POMONA",NA,"2.00 (0 0 0 0)","1,608","$323.38","$520,000","$510,000","","6,754",1948,14,3,"04/18/2018"
NA,16,"CV18044426MR",1795,"INC","S","176  S 2nd AVE ","UPLAND",5,"5.00 (4 0 1 0)","2,408","$290.28","$699,000","$700,000","$0.00","6,500",1951,3,4,"03/30/2018"
NA,17,"CV18044523MR",1795,"INC","S","176  S 2nd AVE ","UPLAND",NA,"4.00 (0 0 0 0)","2,408","$290.28","$699,000","$700,000","","6,500",1951,3,4,"03/30/2018"
NA,1,"CV18046112MR",469,"INC","S","818  E 8th ST ","POMONA",NA,"3.00 (0 0 0 0)","1,978","$230.03","$455,000","$480,000","","6,542",1961,1,3,"03/16/2018"
NA,3,"CV18047872MR",1543,"INC","S","135  N Miramonte AVE #AB","ONTARIO",NA,"3.00 (0 0 0 0)","1,550","$258","$399,900","$340,000","$0.00","6,650",1922,93,3,"07/13/2018"
NA,29,"CV18052388MR",487,"INC","S","449  W Arrow  ","CLAREMONT",NA,"3.00 (0 0 0 0)","1,554","$443.37","$689,000","$671,000","","8,267",1940,51,2,"09/12/2018"
NA,52,"CV18072090MR",469,"INC","S","1025  W 3rd ST ","POMONA",NA,"3.00 (0 0 0 0)","2,261","$259.57","$586,888","$585,000","$0.00","6,468",1916,17,3,"07/06/2018"
NA,5,"CV18074042MR",1543,"INC","S","300  E California ST ","ONTARIO",NA,"3.00 (0 0 0 0)","1,564","$280.69","$439,000","$446,000","$0.00","7,448",1922,32,2,"05/30/2018"
NA,32,"CV18082302MR",1795,"INC","S","63  S Loma PL ","UPLAND",NA,"3.00 (0 0 0 0)","2,294","$265.91","$610,000","$610,000","$0.00","12,566",1947,33,2,"05/16/2018"
NA,1,"CV18089636MR",1543,"INC","S","317  E Maitland ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,120","$348.13","$389,900","$386,500","","7,600",1951,12,2,"06/01/2018"
NA,41,"CV18090568MR",1543,"INC","S","126   Lassen PL ","ONTARIO",NA,"6.00 (0 0 0 0)","4,050","$259.26","$1,050,000","$1,050,000","$0.00","13,100",1986,10,4,"06/01/2018"
NA,8,"CV18093105MR",469,"INC","S","264   Lincoln AVE #264-270","POMONA",NA,"3.00 (0 0 0 0)","2,368","$214.95","$509,000","$680,000","$0.00","8,151",1949,0,4,"05/18/2018"
NA,7,"CV18096653MR",469,"INC","S","264   Lincoln AVE ","POMONA",5,"4.00 (4 0 0 0)","2,368","$214.95","$509,000","$680,000","$0.00","8,151",1949,0,1,"05/18/2018"
NA,1,"CV18098755MR",469,"INC","S","320  E Pearl ST ","POMONA",NA,"1.00 (0 0 0 0)","3,500","$219.71","$769,000","$783,000","","7,589",1981,9,4,"06/04/2018"
NA,3,"CV18101689MR",1543,"INC","S","1129  E La Deney CT ","ONTARIO",NA,"4.00 (0 0 0 0)","3,502","$222.73","$780,000","$810,000","","6,600",1964,7,4,"06/10/2018"
NA,43,"CV18107852MR",1795,"INC","S","811   Washington BLVD ","UPLAND",NA,"3.00 (0 0 0 0)","1,954","$296.78","$579,900","$560,000","$0.00","7,350",1908,7,3,"07/02/2018"
NA,3,"CV18117051MR",469,"INC","S","349  E Orchid LN ","POMONA",NA,"8.00 (0 0 0 0)","4,347","$184.03","$799,999","$765,000","","7,137",1965,14,4,"07/05/2018"
NA,17,"CV18120588MR",1795,"INC","S","434   Fairwood WAY ","UPLAND",NA,"14.00 (0 0 0 0)","4,028","$255.46","$1,029,000","$1,005,000","","10,191",1964,14,4,"06/14/2018"
NA,19,"CV18126195MR",469,"INC","S","1633   Alameda ST ","POMONA",NA,"3.00 (0 0 0 0)","2,749","$279.74","$769,000","$745,000","","10,568",1939,0,3,"07/31/2018"
NA,67,"CV18126931MR",1795,"INC","S","996   Springfield ST #D","UPLAND",NA,"7.00 (0 0 0 0)","4,028","$247.02","$995,000","$1,020,000","$0.00","8,392",1967,3,4,"07/10/2018"
NA,22,"CV18142596MR",1543,"INC","S","1468  E D ST ","ONTARIO",NA,"6.00 (0 0 0 0)","4,033","$272.75","$1,100,000","$1,058,000","","12,060",1986,6,4,"08/30/2018"
NA,17,"CV18145627MR",1795,"INC","S","909   Springfield ST ","UPLAND",NA,"8.00 (0 0 0 0)","4,028","$247.02","$995,000","$985,000","","8,920",1967,22,4,"09/14/2018"
NA,40,"CV18152059MR",487,"INC","S","341   Harvard  ","CLAREMONT",NA,"3.00 (0 0 0 0)","2,340","$597.65","$1,398,500","$1,350,000","$0.00","8,999",1904,35,2,"08/27/2018"
NA,19,"CV18153186MR",1795,"INC","S","542  E 9th ST ","UPLAND",NA,"6.00 (0 0 0 0)","2,800","$339.29","$950,000","$960,000","","8,700",1955,16,6,"07/31/2018"
NA,4,"CV18158178MR",1543,"INC","S","229  E H ST ","ONTARIO",4,"3.00 (2 0 1 0)","2,458","$221.72","$545,000","$540,000","$0.00","8,976",1909,128,2,"01/05/2019"
NA,29,"CV18161225MR",1795,"INC","S","662  N 1st AVE ","UPLAND",NA,"2.00 (0 0 0 0)","1,366","$329.36","$449,900","$449,900","","7,000",1908,33,2,"08/13/2018"
NA,70,"CV18187094MR",469,"INC","S","719  E Franklin AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,703","$246.62","$420,000","$435,000","","11,794",1948,25,2,"10/19/2018"
NA,23,"CV18194497MR",1543,"INC","S","1459  N Isadora WAY ","ONTARIO",NA,"1.00 (0 0 0 0)","1,999","$250.08","$499,900","$510,000","$0.00","14,109",1980,27,1,"12/06/2018"
NA,26,"CV18194779MR",1543,"INC","S","308   Camellia AVE ","ONTARIO",NA,"2.00 (0 0 0 0)","4,496","$186.61","$839,000","$810,000","$0.00","8,000",1964,87,4,"11/30/2018"
NA,18,"CV18197792MR",1543,"INC","S","704  E D ST ","ONTARIO",NA,"6.00 (0 0 0 0)","3,774","$317.97","$1,200,000","$1,145,000","","14,550",1960,77,6,"11/30/2018"
NA,10,"CV18200381MR",1795,"INC","S","587  E Arrow  ","UPLAND",NA,"4.00 (0 0 0 0)","2,505","$217.56","$545,000","$535,000","","8,004",1949,1,2,"10/18/2018"
NA,4,"CV18201888MR",1543,"INC","S","216  E Park ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,560","$253.21","$395,000","$385,000","","7,500",1960,12,2,"09/17/2018"
NA,12,"CV18217392MR",469,"INC","S","1758   American AVE ","POMONA",4,"3.00 (3 0 0 0)","1,780","$308.99","$549,994","$530,000","$0.00","8,506",1948,67,1,"12/31/2018"
NA,31,"CV18223567MR",1543,"INC","S","840 - 842 E D ST ","ONTARIO",NA,"3.00 (0 0 0 0)","1,766","$311.44","$550,000","$560,000","","6,300",1913,9,2,"11/01/2018"
NA,14,"CV18234155MR",1543,"INC","S","612  W Maitland ST ","ONTARIO",NA,"2.00 (0 0 0 0)","2,160","$219.91","$475,000","$464,000","","7,700",1964,15,2,"10/15/2018"
NA,35,"CV18246137MR",487,"INC","S","1175   Baughman DR ","CLAREMONT",NA,"4.00 (0 0 0 0)","2,140","$383.18","$820,000","$835,000","$0.00","11,475",1956,30,2,"12/05/2018"
NA,47,"CV18247671MR",1455,"INC","S","5140   Howard ST ","MONTCLAIR",NA,"2.00 (0 0 0 0)","1,800","$291.67","$525,000","$530,000","","7,808",1963,7,2,"11/01/2018"
NA,22,"CV18255346MR",1543,"INC","S","1103  E Princeton ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,800","$252.78","$455,000","$455,000","","8,610",1933,11,2,"01/11/2019"
NA,16,"CV18268655MR",1543,"INC","S","135  N Miramonte AVE #AB","ONTARIO",NA,"3.00 (0 0 0 0)","1,550","$322.52","$499,900","$478,000","","6,650",1922,26,3,"01/07/2019"
NA,29,"CV18270388MR",1795,"INC","S","555  E 24th ST ","UPLAND",NA,"4.00 (0 0 0 0)","3,096","$298.77","$924,999","$962,000","","20,803",1957,7,4,"01/08/2019"
NA,26,"CV18270822MR",1543,"INC","S","757  E 5th ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,124","$362.01","$406,900","$407,000","$0.00","7,524",1950,111,2,"04/15/2019"
NA,16,"CV18275426MR",1543,"INC","S","135  N Miramonte AVE #AB","ONTARIO",2,"3.00 (3 0 0 0)","1,550","$322.52","$499,900","$478,000","$0.00","6,650",1922,26,1,"01/07/2019"
NA,31,"CV18276892MR",1627,"INC","S","8243   9th ST #A & B","RANCHO CUCAMONGA",NA,"4.00 (0 0 0 0)","1,792","$270.65","$485,000","$485,000","$0.00","6,960",1965,95,2,"04/02/2019"
NA,6,"CV18277537MR",469,"INC","S","631   Abbey LN ","POMONA",NA,"4.00 (0 0 0 0)","3,592","$194.60","$699,000","$700,000","$0.00","7,199",1961,14,0,"02/22/2019"
NA,5,"CV18284955MR",469,"INC","S","551  E Pasadena ST ","POMONA",NA,"2.00 (0 0 0 0)","1,914","$248.17","$475,000","$425,000","$0.00","8,987",1937,2,2,"01/14/2019"
NA,15,"CV18293925MR",469,"INC","S","1047  W 8th ST ","POMONA",NA,"4.00 (0 0 0 0)","3,500","$234","$819,000","$805,000","","9,499",1964,88,4,"06/05/2019"
NA,9,"CV18295568MR",1455,"INC","S","4601   Kingsley  ","MONTCLAIR",NA,"2.00 (0 0 0 0)","1,728","$271.88","$469,800","$460,000","","7,200",1963,11,2,"02/26/2019"
NA,9,"CV19007226MR",469,"INC","S","689  W 11TH ST ","POMONA",NA,"2.00 (0 0 0 0)","1,384","$372.11","$515,000","$500,000","","6,576",1939,24,2,"04/22/2019"
NA,38,"CV19009828MR",469,"INC","S","615   Karesh AVE ","POMONA",NA,"6.00 (0 0 0 0)","3,838","$234.50","$900,000","$885,000","$0.00","7,206",1960,0,6,"02/27/2019"
NA,19,"CV19010528MR",1795,"INC","S","508  N 1st AVE ","UPLAND",3,"2.00 (2 0 0 0)","1,772","$324.49","$575,000","$575,000","$0.00","7,840",1919,103,NA,"06/20/2019"
NA,1,"CV19022233MR",469,"INC","S","387  E Kingsley AVE ","POMONA",NA,"3.00 (0 0 0 0)","3,132","$197.96","$620,000","$635,000","","9,426",1908,10,3,"03/08/2019"
NA,19,"CV19023214MR",1795,"INC","S","508  N 1st AVE ","UPLAND",NA,"3.00 (0 0 0 0)","1,772","$324.49","$575,000","$575,000","","7,840",1919,103,2,"05/30/2019"
NA,5,"CV19027013MR",1543,"INC","S","1012  W F ST ","ONTARIO",NA,"10.00 (0 0 0 0)","5,212","$177.48","$925,000","$1,150,000","","10,935",1970,7,5,"03/04/2019"
NA,32,"CV19035934MR",1543,"INC","S","411  E Nevada ST ","ONTARIO",NA,"3.00 (0 0 0 0)","2,059","$320.50","$659,900","$659,000","","10,800",1915,39,3,"05/01/2019"
NA,31,"CV19036992MR",1795,"INC","S","256   Garnet WAY ","UPLAND",NA,"4.00 (0 0 0 0)","1,984","$402.47","$798,500","$700,000","","8,568",1950,76,4,"06/25/2019"
NA,31,"CV19037375MR",1543,"INC","S","531  W Nevada ST ","ONTARIO",NA,"3.00 (0 0 0 0)","2,750","$281.78","$774,900","$725,000","$0.00","11,340",1946,10,3,"03/15/2019"
NA,31,"CV19037656MR",1543,"INC","S","531  W Nevada ST ","ONTARIO",7,"4.00 (2 2 0 0)","2,750","$281.78","$774,900","$725,000","$0.00","11,340",1946,10,NA,"03/15/2019"
NA,13,"CV19043338MR",469,"INC","S","621  E Kingsley AVE ","POMONA",NA,"4.00 (0 0 0 0)","2,080","$273.99","$569,900","$559,900","","7,074",1939,79,2,"07/09/2019"
NA,16,"CV19046707MR",469,"INC","S","621  E Kingsley AVE ","POMONA",6,"4.00 (4 0 0 0)","2,080","$273.99","$569,900","$559,900","$0.00","7,074",1939,83,NA,"07/09/2019"
NA,24,"CV19053028MR",469,"INC","S","1373  S San Antonio AVE ","POMONA",NA,"2.00 (0 0 0 0)","1,520","$328.29","$499,000","$525,000","$0.00","7,999",1924,11,2,"04/26/2019"
NA,14,"CV19055523MR",469,"INC","S","1065  W 9th ST ","POMONA",NA,"3.00 (0 0 0 0)","3,007","$315.60","$949,000","$900,000","","29,181",1961,158,3,"10/17/2019"
NA,11,"CV19064348MR",1543,"INC","S","132  N Pleasant AVE ","ONTARIO",NA,"6.00 (0 0 0 0)","3,502","$318.39","$1,115,000","$1,150,000","","9,648",1949,21,6,"07/03/2019"
NA,5,"CV19073285MR",1543,"INC","S","827  N Palmetto AVE ","ONTARIO",NA,"7.00 (0 0 0 0)","10,210","$257.10","$2,625,000","$2,600,000","","12,640",1966,183,14,"01/20/2020"
NA,12,"CV19085274MR",469,"INC","S","640   Linden ST ","POMONA",NA,"6.00 (0 0 0 0)","3,500","$255.71","$895,000","$895,000","","9,776",1936,4,7,"05/30/2019"
NA,23,"CV19091642MR",1455,"INC","S","10310   Marion AVE ","MONTCLAIR",NA,"2.00 (0 0 0 0)","1,449","$310.39","$449,750","$463,000","","8,050",1961,2,2,"05/20/2019"
NA,46,"CV19102156MR",1795,"INC","S","2460  N Euclid AVE ","UPLAND",NA,"3.00 (0 0 0 0)","2,500","$353.12","$882,800","$800,000","","56,690",1920,37,2,"07/01/2019"
NA,14,"CV19112314MR",469,"INC","S","1065  W 9th ST ","POMONA",12,"6.00 (6 0 0 0)","3,000","$316.33","$949,000","$900,000","$0.00","29,181",1961,96,NA,"10/17/2019"
NA,18,"CV19114887MR",469,"INC","S","1301  S Hamilton BLVD ","POMONA",NA,"2.00 (0 0 0 0)","1,853","$310.31","$575,000","$545,000","","9,231",1964,4,2,"05/16/2019"
NA,40,"CV19119050MR",1543,"INC","S","1266  W J ST ","ONTARIO",NA,"4.00 (0 0 0 0)","3,552","$238.74","$848,000","$848,000","","7,616",1962,1,4,"07/05/2019"
NA,NA,"CV19121789MR",487,"INC","S","535   Yale AVE ","CLAREMONT",NA,"1.00 (0 0 0 0)","1,455","$491.41","$715,000","$715,000","$0.00","7,500",1939,0,2,"05/24/2019"
NA,9,"CV19124051MR",1543,"INC","S","1136  E Flora ST ","ONTARIO",NA,"8.00 (0 0 0 0)","4,592","$215.48","$989,500","$965,000","","9,315",1965,72,4,"11/05/2019"
NA,12,"CV19124924MR",469,"INC","S","1059  S Palomares ST ","POMONA",NA,"3.00 (0 0 0 0)","1,535","$342.02","$525,000","$510,000","","7,768",1916,16,2,"07/18/2019"
NA,11,"CV19127626MR",469,"INC","S","206  E Alvarado ST ","POMONA",NA,"2.00 (0 0 0 0)","14,112","$265.73","$3,750,000","$3,625,000","$0.00","17,859",1928,187,20,"01/31/2020"
NA,11,"CV19132124MR",1543,"INC","S","734  E 5th ST ","ONTARIO",NA,"2.00 (0 0 0 0)","1,385","$353.72","$489,900","$480,000","","6,747",1950,109,2,"10/18/2019"
NA,26,"CV19134490MR",1543,"INC","S","665  E I ST ","ONTARIO",5,"4.00 (3 0 1 0)","2,400","$270.79","$649,888","$659,888","$0.00","12,804",1983,17,NA,"08/08/2019"
NA,26,"CV19142783MR",1543,"INC","S","665  E I ST ","ONTARIO",NA,"4.00 (0 0 0 0)","2,400","$270.79","$649,888","$659,888","$0.00","12,804",1983,17,2,"08/08/2019"
NA,15,"CV19143880MR",1543,"INC","S","638  E Granada CT ","ONTARIO",3,"2.00 (2 0 0 0)","966","$455.38","$439,900","$445,000","$0.00","6,566",1942,8,NA,"09/09/2019"
NA,8,"CV19146446MR",1543,"INC","S","324  W Park ST ","ONTARIO",NA,"2.00 (0 0 0 0)","3,160","$166.14","$525,000","$765,000","$0.00","7,100",1959,2,5,"08/09/2019"
